Report,Section,Sub section,Heading,Heading,Domain Agreement,Construct Agreement,WB CFIR domain,WB CFIR construct,Confidence/ Notes,SE CFIR domain,SE CFIR construct,Confidence/ Notes,Consensus Convo,Domain Consensus,Construct Consensus
3,County/City and consumer experience evaluation,Learnings from Orange County’s needs assessment and Mindstrong implementation,,"Providers’ Impressions of Mindstrong. Providers had a positive impression of Mindstrong, especially given the potential for technology delivered care during the COVID 19 pandemic. Providers had positive impressions of Mindstrong regarding the appropriateness, practicality, and usability within Orange County.",Agree,Agree,Individuals,Implementation facilitators,,Individuals,Implementation Facilitators,,,Individuals,Implementation facilitators
3,County/City and consumer experience evaluation,Learnings from Riverside's RUHS BH Help@Hand’s various efforts,,"Needs assessment planning. A needs assessment can reveal barriers that clients face when using telehealth services. A survey distribution plan should consider the varying levels of digital literacy among clients to determine the appropriate delivery method (e.g., paper, online, or phone survey).",Agree,Disagree,Implementation process,Needs assessment: innovation recipients,,Implementation Process,Assessing Needs: Innovation Recipients,,Formula issue,Implementation process,Assessing Needs: Innovation Recipients
3,County/City and consumer experience evaluation,Learnings from Riverside's RUHS BH Help@Hand’s various efforts,,"Needs assessment planning. A needs assessment can reveal barriers that clients face when using telehealth services. A survey distribution plan should consider the varying levels of digital literacy among clients to determine the appropriate delivery method (e.g., paper, online, or phone survey).",Agree,Agree,Implementation process,Tailoring strategies,,Implementation Process,Tailoring Strategies,,,Implementation process,Tailoring strategies
3,County/City and consumer experience evaluation,Learnings from Riverside's RUHS BH Help@Hand’s various efforts,,"More time is needed when implementing multiple projects. It takes a substantial amount of time and effort to move forward with implementing multiple concurrent technology projects, and to make progress with moving from the planning phase to Go Live status.",Agree,Agree,Implementation process,Planning,,Implementation Process,Planning,,,Implementation process,Planning
3,County/City and consumer experience evaluation,Learnings from Riverside's RUHS BH Help@Hand’s various efforts,,"Communication and buy in is critical. Synchronizing feedback from the various entities and stakeholders takes time and requires regular meetings to go from a disconnected silo implementation approach to an engaged collective approach. Regular communication, education and awareness processes are critical prior to being able to obtain the ‘buy in’ of all entities and stakeholders involved.",Agree,Agree,Implementation process,Teaming,,Implementation Process,Teaming,,,Implementation process,Teaming
3,County/City and consumer experience evaluation,Learnings from Riverside's RUHS BH Help@Hand’s various efforts,,Coordinating vendor timelines will help with project flow. Synchronization of completion of work among vendors is important to help move the project along.,Agree,Disagree,Implementation process,Planning,Could be teaming but I think it is planning.,Implementation Process,Teaming,Maybe planning?,SE was not confident had Implementation process	Teaming; agrees with Will,Implementation process,Planning
3,County/City and consumer experience evaluation,Learnings from Riverside's RUHS BH Help@Hand’s various efforts,,"Installing kiosks is associated with various barriers. Kiosk installation is cumbersome for programs in leased buildings/spaces. Longer lead time is required to get all parties (program administration, supervisor, leasing agent and building owner) on the same page to approve and schedule installation. Riverside also found it best for kiosks key to be managed by the IT contractor and the Help@Hand Administration team to ensure proper maintenance and kiosk availability. It is instrumental to secure a partnership with an experienced IT agency.",Agree,Agree,Implementation process,Planning,,Implementation Process,Planning,,,Implementation process,Planning
3,County/City and consumer experience evaluation,Learnings from Riverside's RUHS BH Help@Hand’s various efforts,,"Installing kiosks is associated with various barriers. Kiosk installation is cumbersome for programs in leased buildings/spaces. Longer lead time is required to get all parties (program administration, supervisor, leasing agent and building owner) on the same page to approve and schedule installation. Riverside also found it best for kiosks key to be managed by the IT contractor and the Help@Hand Administration team to ensure proper maintenance and kiosk availability. It is instrumental to secure a partnership with an experienced IT agency.",Agree,Agree,Implementation process,Teaming,,Implementation Process,Teaming,,,Implementation process,Teaming
3,County/City and consumer experience evaluation,Learnings from Riverside's RUHS BH Help@Hand’s various efforts,,"Authorization and approval processes. Riverside learned that in order to produce and distribute written materials quickly, it is best to use the Help@Hand and TakeMyHand™ logos, rather than the RUHS BH county logo, to avoid the lengthy approval process.",Agree,Agree,Implementation process,Planning,,Implementation Process,Planning,,,Implementation process,Planning
3,County/City and consumer experience evaluation,Learnings from Riverside's RUHS BH Help@Hand’s various efforts,,Hands on learning is best. Teaching people by demonstrating and allowing them to get their hands on keyboard/device to maneuver around the digital environment is superior to any articulate training we can create which tries to mimic the interactions.,Agree,Agree,Implementation process,Engaging: Innovation recipients,,Implementation Process,Engaging: Innovation Recipients,,,Implementation process,Engaging: Innovation recipients
3,County/City and consumer experience evaluation,Learnings from Riverside's RUHS BH Help@Hand’s various efforts,,Communicating with CalMHSA and vendor about expenses and approvals. Riverside team needs to stay in consistent communication with vendors and CalMHSA regarding expenses and approvals of activities on each contract to avoid budgeting issues and overpaying of vendors.,Agree,Agree,Implementation process,Teaming,,Implementation Process,Teaming,,,Implementation process,Teaming
3,County/City and consumer experience evaluation,Learnings from Riverside's RUHS BH Help@Hand’s various efforts,,Stakeholders are interested in how dollars are being spent. Budget information should be included in stakeholder presentations.,Disagree,Disagree,Individuals,High-level leaders,This is ambiguous to who the stakeholders are but I am inferring it is high-level leaders.,Inner Setting,Communications,,SE had Inner Setting Communications; Will had Individuals	High-level leaders,Outer setting,External Pressures
3,County/City and consumer experience evaluation,Learnings from Riverside's RUHS BH Help@Hand’s various efforts,,"Listen and center the voices of Peers. Riverside has consistently centered the voices of Peers in the work they do. TakeMyHand™ Peer Operators are a prime example of how sharing lived experience and resources with community members can be a healing and rewarding exchange. For more about TakeMyHand™ Peer Operators, see spotlight on page 95.",Agree,Agree,Inner setting,Structural characteristics: Work infrastructure,,Inner Setting,Structural Characteristics: Work infrastructure,,,Inner setting,Structural characteristics: Work infrastructure
3,County/City and consumer experience evaluation,Learnings from Riverside's RUHS BH Help@Hand’s various efforts,,"Participation of clinical staff for the A4i pilot has been challenging. Clinic staff are reluctant to join, stating they “don’t have enough time.”",Disagree,Disagree,Individuals,Implementation facilitators,,Inner Setting,Structural Characteristics: Work infrastructure,,SE had Inner Setting	Structural Characteristics: Work infrastructure; agrees with Will,Individuals,Implementation facilitators
3,County/City and consumer experience evaluation,Learnings from Riverside's RUHS BH Help@Hand’s various efforts,,"Need to specify client criteria. A4i candidates needed to meet the criteria of experiencing symptoms of psychosis, while having the ability to adequately maintain device and connection to clinic.",Agree,Agree,Implementation process,Planning,,Implementation Process,Planning,,,Implementation process,Planning
3,County/City and consumer experience evaluation,Learnings from Riverside's RUHS BH Help@Hand’s various efforts,,Holding consumer trainings works best when they already have the device in hand.,Agree,Agree,Implementation process,Engaging: Innovation recipients,,Implementation Process,Engaging: Innovation Recipients,,,Implementation process,Engaging: Innovation recipients
3,County/City and consumer experience evaluation,Learnings from Riverside's RUHS BH Help@Hand’s various efforts,,"Due to a long period of storage, the initial distributed devices required ongoing operating system updates which caused an elevated level of anxiety among some A4i participants. As a result, the devices are being updated prior to distribution.",Agree,Agree,Implementation process,Planning,,Implementation Process,Planning,,,Implementation process,Planning
3,County/City and consumer experience evaluation,Learnings from Riverside's RUHS BH Help@Hand’s various efforts,,"Riverside County attempted to get training materials completed in a timely manner, but were held up by A4i software developments, as they often changed the appearance of graphics and new screenshots were required.",Agree,Agree,Implementation process,Teaming,,Implementation Process,Teaming,,,Implementation process,Teaming
3,County/City and consumer experience evaluation,Learnings from Riverside's RUHS BH Help@Hand’s various efforts,,"Include Peer input when adapting consent language. Not all participants describe themselves as “people with schizophrenia.” Some prefer instead “having a diagnosis of Schizo Spectrum.” Based on Peer input, consenting language was changed to “participants who meet criteria.”",Agree,Agree,Implementation process,Assessing needs: innovation recipients,,Implementation Process,Assessing needs: innovation Recipients,,,Implementation process,Assessing needs: innovation recipients
3,County/City and consumer experience evaluation,Learnings from Riverside's RUHS BH Help@Hand’s various efforts,,"In order to lessen the clinic care team workload, risk notifications will go to the clinic care team members and pending feed notifications will go to the Help@Hand Peer team. A4i updated settings so only Peers receive email notifications that there are pending posts on the feed that need to be review and approved. However, risk factors (mood/sleep trends, etc.) will be sent via email to the clinic care team.",Agree,Agree,Implementation process,Adapting,,Implementation Process,Adapting,,,Implementation process,Adapting
3,County/City and consumer experience evaluation,Learnings from Riverside's RUHS BH Help@Hand’s various efforts,,A4i customized the app as to allow the pilot participant to change the sensitivity of the sound detector microphone. Regional Help@Hand Peers created a training on the new feature of changing the sound detector sensitivity.,Agree,Agree,Innovation,Design,,Innovation,Design,,,Innovation,Design
3,County/City and consumer experience evaluation,Learnings from Riverside's RUHS BH Help@Hand’s various efforts,,Riverside County learned the need to advise the care teams to not turn notifications off and developed language around coaching them around consumer resistance.,Agree,Agree,Implementation process,Engaging: Innovation deliverers,Low confidence,Implementation Process,Engaging: Innovation Deliverers,,,Implementation process,Engaging: Innovation deliverers
3,County/City and consumer experience evaluation,Learnings from San Francisco County,,"Marketing matters. Contracting with a marketing vendor that is easy to work an adaptable is a great way to let your respective communities about your local innovation programs. For example, Riverside has found that Dreamsyte is easy to work with, is able to adapt materials by taking into consideration their suggestions and is able to comprehend and convey Help@Hand Riverside’s vision.",Agree,Agree,Implementation process,Adapting,,Implementation Process,Adapting,,,Implementation process,Adapting
3,County/City and consumer experience evaluation,Learnings from San Francisco County,,"Distribution of devices during COVID 19 pandemic. Due to the COVID 19 pandemic, technology procurement faced shortages of devices and chips required for internet access. Devices were still available, but in smaller quantities.",Agree,Disagree,Outer setting,Local conditions,,Outer Setting,Critical incidents,,Will had local changed to critical,Outer setting,Critical incidents
3,County/City and consumer experience evaluation,Learnings from San Francisco County,,"Apply learnings gained from working with the community. A lesson learned from working with the target population is that access to technology is not possible for everyone and there is a digital divide. The focus has now shifted to what community members need now (e.g., access to devices that help connect them to mental and physical health resources online).",Agree,Agree,Individuals,Innovation recipients,,Individuals,Innovation Recipients,,,Individuals,Innovation recipients
3,County/City and consumer experience evaluation,Learnings from San Francisco County,,Distribution of information. Having a designated location for project planning and development to provide a visual of everyone involved and what their assignments are in the Help@Hand efforts can help with clarity and transparency of the project.,Agree,Agree,Inner setting,Structural characteristics: Information Technology Infrastructure,,Inner Setting,Structural Characteristics: Information Technology Infrastructure,,,Inner setting,Structural characteristics: Information Technology Infrastructure
3,County/City and consumer experience evaluation,Learnings from San Francisco County,,"Clarification of internal approval roles has been helpful. Different departments oversee different contracts. For example, Department of Health (DPH) contracts oversees IT software and programs as opposed to Community Behavioral Health Services (BHS) overseeing community based organizations (CBO) contracts.",Agree,Agree,Inner setting,Structural characteristics: Work infrastructure,,Inner Setting,Structural Characteristics: Work infrastructure,,,Inner setting,Structural characteristics: Work infrastructure
3,County/City and consumer experience evaluation,Learnings from San Francisco County,,Understand county/city legal concerns early on. Clarifying innovation funding and the Mental Health Services Oversight and Accountability (MHSOAC) role has been essential for moving approvals forward. Having updated applications represented in contract with CalMHSA has continued to be a concern though.,Agree,Agree,Implementation process,Planning,,Implementation Process,Planning,,,Implementation process,Planning
3,County/City and consumer experience evaluation,Learnings from San Francisco County,,Ensure participants are notified during enrollment they may be contacted later to participate in evaluation efforts.,Agree,Agree,Implementation process,Engaging: Innovation recipients,,Implementation Process,Engaging: Innovation Recipients,,,Implementation process,Engaging: Innovation recipients
3,County/City and consumer experience evaluation,Learnings from San Francisco County,,Address privacy and security concerns early in the process. Delays occurred due to contracting concerns on privacy and security. Addressing these concerns at earlier stages in program planning can be beneficial in avoiding pilot delays.,Agree,Agree,Implementation process,Planning,"This code to me depends on how these are to be addressed. I suspect this is at the planning level based on the 'contracting' rather than the innovation level (i.e., within the product) or through communicating with the recipients but it could certainly be the latter two.",Implementation Process,Planning,,,Implementation process,Planning
3,County/City and consumer experience evaluation,Learnings from San Francisco County,,"There needs to be a shared understanding or perspective of documents, including Participation Agreements and collection of protected health information (PHI), among all stakeholders.",Agree,Agree,Inner setting,Communications,,Inner Setting,Communications,,,Inner setting,Communications
3,County/City and consumer experience evaluation,Learnings from San Francisco County,,"Clarify roles of external partners. San Francisco County met with Riverside County and CalMHSA to clarify the scope of work, data management, and technology logistics using the live chat feature. Clarifying and addressing these issues took time and led to delays in the TakemyHand™ pilot.",Agree,Agree,Implementation process,Planning,,Implementation Process,Planning,,,Implementation process,Planning
3,County/City and consumer experience evaluation,Learnings from San Mateo County’s Headspace implementation and Wysa pilot,,"There were delays due to the additional approval processes required when partnering across multiple counties/cities. For instance, approvals throughout the pilot planning process (e.g. subcontracting for project management and implementation) were needed from both San Francisco and Riverside Counties since Mental Health America San Francisco (MHASF) led the TakemyHand pilot. Additional levels of approvals from multiple parties also contributed to delays.",Agree,Agree,Implementation process,Teaming,,Implementation Process,Teaming,,,Implementation process,Teaming
3,County/City and consumer experience evaluation,Learnings from San Mateo County’s Headspace implementation and Wysa pilot,,Incorporating consumer feedback: Working with an app vendor willing to review participant feedback and customize specific app features facilitates implementation of the app within the county. It was important to San Mateo County that the Wysa app be customized to include local resources and content to meet consumers’ needs.,Agree,Agree,Implementation process,Tailoring strategies,,Implementation Process,Tailoring Strategies,,,Implementation process,Tailoring strategies
3,County/City and consumer experience evaluation,Learnings from San Mateo County’s Headspace implementation and Wysa pilot,,"Pricing of the technology: The pricing of a technology will impact resources that can be allocated to other parts of the program, such as marketing and outreach. It will also impact program sustainability (e.g., how long the technology can be offered).",Agree,Agree,Innovation,Cost,,Innovation,Cost,,,Innovation,Cost
3,County/City and consumer experience evaluation,Learnings from San Mateo County’s Headspace implementation and Wysa pilot,,"Tone of survey questions: This year San Mateo County and the Help@Hand evaluation team distributed a survey with some questions that might have produced negative feelings. It is important to take additional steps to minimize discomfort, including adding language to introduce the survey questions, allowing participants to skip questions, providing a list of support/resources, and telling participants about the types of questions that will be asked.",Agree,Agree,Implementation process,Tailoring strategies,,Implementation Process,Tailoring Strategies,,,Implementation process,Tailoring strategies
3,County/City and consumer experience evaluation,Learnings from San Mateo County’s Headspace implementation and Wysa pilot,,"Digital literacy education: As noted in previous evaluation reports, digital literacy varies across target populations and can impact participants’ use of the app. San Mateo County hosted Appy hours for older adults throughout the pilot, but additional one on one technical assistance was recommended by county clinicians for the expansion to behavioral health clients.",Agree,Agree,Individuals,Innovation recipients,,Individuals,Innovation Recipients,,,Individuals,Innovation recipients
3,County/City and consumer experience evaluation,Learnings from San Mateo County’s Headspace implementation and Wysa pilot,,"Tutorials on how to use the app: TAY and older adult pilot participants recommended providing additional guidance, such as video tutorials, on navigating the app and the features available.",Agree,Agree,Implementation process,Engaging: Innovation recipients,,Implementation Process,Engaging: Innovation Recipients,,,Implementation process,Engaging: Innovation recipients
3,County/City and consumer experience evaluation,Learnings from Santa Barbara’s myStrength implementation planning and equitable device distribution work,,"Labeling impacts participants’ use of features: The SOS button on the Wysa app was meant to connect consumers to crisis resources, but many were afraid to use the feature because they were afraid that emergency services would be contacted on their behalf. A more accurately labeled SOS button would encourage participants to use the feature and connect to local resources.",Agree,Agree,Innovation,Design,,Innovation,Design,,,Innovation,Design
3,County/City and consumer experience evaluation,Learnings from Santa Barbara’s myStrength implementation planning and equitable device distribution work,,Device charging considerations for your target population. Clients need a safe place to charge their phones. Helping ensure client have access to safe charging spaces may encourage uptake in device and app use.,Agree,Agree,Individuals,Innovation recipients,,Individuals,Innovation Recipients,,,Individuals,Innovation recipients
3,County/City and consumer experience evaluation,Learnings from Santa Barbara’s myStrength implementation planning and equitable device distribution work,,Device charging considerations for your target population. Clients need a safe place to charge their phones. Helping ensure client have access to safe charging spaces may encourage uptake in device and app use.,Agree,Agree,Implementation process,Tailoring strategies,,Implementation Process,Tailoring Strategies,,,Implementation process,Tailoring strategies
3,County/City and consumer experience evaluation,Learnings from Santa Barbara’s myStrength implementation planning and equitable device distribution work,,"Lack of identifying documents may cause access barriers to Lifeline devices. Due to lack of identifying documents, lack of residency and lack of proof of benefits (Medi Cal benefits card), clients may encounter barriers in accessing smartphones under the Lifeline grant. Furthermore, Lifeline vendors may be better suited to train non county employees due to the liability that may arise from the conflict of interest.",Agree,Agree,Individuals,Innovation recipients,,Individuals,Innovation Recipients,,,Individuals,Innovation recipients
3,County/City and consumer experience evaluation,Learnings from Santa Barbara’s myStrength implementation planning and equitable device distribution work,,"Lack of identifying documents may cause access barriers to Lifeline devices. Due to lack of identifying documents, lack of residency and lack of proof of benefits (Medi Cal benefits card), clients may encounter barriers in accessing smartphones under the Lifeline grant. Furthermore, Lifeline vendors may be better suited to train non county employees due to the liability that may arise from the conflict of interest.",Agree,Agree,Implementation process,Adapting,,Implementation Process,Adapting,,,Implementation process,Adapting
3,County/City and consumer experience evaluation,Learnings from Santa Barbara’s myStrength implementation planning and equitable device distribution work,,"Clients need assistance with operating their smartphones. For example, some clients may need additional support learning how to download apps, delete apps, or how to enter and save contacts into their smartphone.",Agree,Agree,Implementation process,Tailoring strategies,,Implementation Process,Tailoring Strategies,,,Implementation process,Tailoring strategies
3,County/City and consumer experience evaluation,Learnings from Santa Barbara’s myStrength implementation planning and equitable device distribution work,,"Using feedback to inform service delivery. Continuous client and stakeholder feedback is needed to ensure that the project is reaching and serving clients in a manner that embodies compassion, dignity, and respect.",Agree,Agree,Implementation process,Reflecting and evaluating: implementation,,Implementation Process,Reflecting and Evaluating: Implementation,,,Implementation process,Reflecting and evaluating: implementation
3,County/City and consumer experience evaluation,Learnings from Santa Barbara’s myStrength implementation planning and equitable device distribution work,,"Productive and frequent meetings with team will help move the project along. Holding weekly meetings with Peer, Cultural Competence and Ethics Services Manager help ensure that Project Manager, Outreach Coordinator, Recovery Assistants and Digital Navigators sustain the outreach and engagement plan for the upcoming roll out of the 5,000 Headspace licenses.",Agree,Agree,Implementation process,Teaming,,Implementation Process,Teaming,,,Implementation process,Teaming
3,County/City and consumer experience evaluation,Learnings from Santa Barbara’s myStrength implementation planning and equitable device distribution work,,"Identify the frequency of meetings needed for specific parts of the project. For example, Recovery Learning Communities benefit from bi weekly meetings to plan the approach to increasing access to smartphones, increased digital literacy, and the use of Headspace.",Agree,Agree,Implementation process,Teaming,,Implementation Process,Teaming,,,Implementation process,Teaming
3,County/City and consumer experience evaluation,Learnings from Santa Barbara’s myStrength implementation planning and equitable device distribution work,,"Digital Literacy continues to be a need in the community, especially with vulnerable populations, communities of color, and individuals identified as limited English Proficient. Holding monthly digital literacy workshops throughout the community to increase digital literacy knowledge would help with accessing online community resources and help with feeling comfortable to access telehealth services.",Disagree,Disagree,Individuals,Innovation recipients,,Implementation Process,Engaging: Innovation Recipients,,SE had Implementation Process	Engaging: Innovation Recipients; agrees with Will,Individuals,Innovation recipients
3,County/City and consumer experience evaluation,Learnings from Santa Barbara’s myStrength implementation planning and equitable device distribution work,,"Digital Literacy continues to be a need in the community, especially with vulnerable populations, communities of color, and individuals identified as limited English Proficient. Holding monthly digital literacy workshops throughout the community to increase digital literacy knowledge would help with accessing online community resources and help with feeling comfortable to access telehealth services.",Agree,Agree,Implementation process,Engaging: Innovation recipients,,Implementation Process,Engaging: Innovation Recipients,,,Implementation process,Engaging: Innovation recipients
3,County/City and consumer experience evaluation,Learnings from Santa Barbara’s myStrength implementation planning and equitable device distribution work,,"Education around mindfulness mobile applications is needed to reduce stigma, bias, or hesitation in utilizing these types of mobile applications for self care and wellness. Providing monthly workshops that promote an understanding of mindfulness and activities may help reduce the stigma or misconceptions about engaging in mindfulness activities.",Agree,Agree,Implementation process,Engaging: Innovation recipients,,Implementation Process,Engaging: Innovation Recipients,,,Implementation process,Engaging: Innovation recipients
3,County/City and consumer experience evaluation,Learnings from Santa Barbara’s myStrength implementation planning and equitable device distribution work,,"Education around mindfulness mobile applications is needed to reduce stigma, bias, or hesitation in utilizing these types of mobile applications for self care and wellness. Providing monthly workshops that promote an understanding of mindfulness and activities may help reduce the stigma or misconceptions about engaging in mindfulness activities.",Agree,Agree,Implementation process,Engaging: Innovation recipients,,Implementation Process,Engaging: Innovation Recipients,,,Implementation process,Engaging: Innovation recipients
3,County/City and consumer experience evaluation,Learnings from Tehama County’s myStrength pilot,,"Access to technology such as smartphones, tablets, or computers and lack of broadband access and how to use the devices are barriers to health care and wellness. With the shift to telehealth due to the COVID 19 pandemic, it became clear how deep the digital divide exists among communities of color, those in rural areas, and low income households such as those served in the behavioral health system. It is important to establish a partnership with companies and government sponsored phone vendors that offer high speed internet more affordable and accessible to link individuals to these resources.",Agree,Agree,Inner setting,Structural characteristics: Physical infrastructure,,Inner Setting,Structural Characteristics: Physical infrastructure,,,Inner setting,Structural characteristics: Physical infrastructure
3,County/City and consumer experience evaluation,Learnings from Tehama County’s myStrength pilot,,"Access to technology such as smartphones, tablets, or computers and lack of broadband access and how to use the devices are barriers to health care and wellness. With the shift to telehealth due to the COVID 19 pandemic, it became clear how deep the digital divide exists among communities of color, those in rural areas, and low income households such as those served in the behavioral health system. It is important to establish a partnership with companies and government sponsored phone vendors that offer high speed internet more affordable and accessible to link individuals to these resources.",Disagree,Disagree,Outer setting,Critical incidents,,Individuals,Innovation Recipients,,Will had Outer setting	Critical incidents; agrees with SE,Individuals,Innovation Recipients
3,County/City and consumer experience evaluation,Learnings from Tehama County’s myStrength pilot,,"Access to technology such as smartphones, tablets, or computers and lack of broadband access and how to use the devices are barriers to health care and wellness. With the shift to telehealth due to the COVID 19 pandemic, it became clear how deep the digital divide exists among communities of color, those in rural areas, and low income households such as those served in the behavioral health system. It is important to establish a partnership with companies and government sponsored phone vendors that offer high speed internet more affordable and accessible to link individuals to these resources.",Agree,Agree,Inner setting,Relational connections,,Inner Setting,Relational Connections,,,Inner setting,Relational connections
3,County/City and consumer experience evaluation,Learnings from Tehama County’s myStrength pilot,,Contracting with external partners. An additional Business Associate Agreement (BAA) is required by Tehama County to securely share participant information between Tehama County and external partners. Staffing levels and conflicting priorities within the county have created a delay in establishing the contract.,Agree,Agree,Implementation process,Planning,,Implementation Process,Planning,,,Implementation process,Planning
3,County/City and consumer experience evaluation,Learnings from Tehama County’s myStrength pilot,,Contracting with external partners. An additional Business Associate Agreement (BAA) is required by Tehama County to securely share participant information between Tehama County and external partners. Staffing levels and conflicting priorities within the county have created a delay in establishing the contract.,Agree,Agree,Inner setting,Structural characteristics: Work infrastructure,,Inner Setting,Structural Characteristics: Work infrastructure,,,Inner setting,Structural characteristics: Work infrastructure
3,County/City and consumer experience evaluation,Learnings from the City of Berkeley’s Headspace and myStrength implementations,,"Listen and center the voices of Peers. Even during the very early planning stage, Tehama has involved and elevated the voices of Peers. For example, Peers have been able to flag the importance of using gender neutral terms in Spanish translated materials and have also provided invaluable insights around mental health stigma and preferred terms.",Agree,Agree,Implementation process,Engaging: Innovation deliverers,,Implementation Process,Engaging: Innovation Deliverers,,,Implementation process,Engaging: Innovation deliverers
3,County/City and consumer experience evaluation,Learnings from the City of Berkeley’s Headspace and myStrength implementations,,Utilizing a marketing firm to increase awareness and interest in the apps has been very beneficial and successful.,Agree,Agree,Implementation process,Adapting,,Implementation Process,Adapting,,,Implementation process,Adapting
3,County/City and consumer experience evaluation,Learnings from the City of Berkeley’s Headspace and myStrength implementations,,"Consider offering size appropriate support to smaller members of Collaborative. The size, bandwidth, and resources of a collaborative member vary from city to county within this project. Milestones that affect larger, more well resourced counties may not be appropriate or a reasonable measure of success for smaller jurisdictions.",Agree,Agree,Inner setting,Structural characteristics: Work infrastructure,,Inner Setting,Structural Characteristics: Work infrastructure,,,Inner setting,Structural characteristics: Work infrastructure
3,County/City and consumer experience evaluation,Learnings from Tri City’s myStrength pilot planning and equitable device distribution work,,Transparency can help cities and counties make informed decisions about what technology to implement. Increased transparency of product uptake and other dashboard metrics across pilots and/or implementations would be helpful in order to inform realistic goal setting and decision making at the local level.,Agree,Disagree,Implementation process,Reflecting and evaluating (no subconstruct),,Implementation Process,Available Resources,,SE had Available Resources; agrees with Will,Implementation process,Reflecting and evaluating (no subconstruct)
3,County/City and consumer experience evaluation,Learnings from Tri City’s myStrength pilot planning and equitable device distribution work,,Supporting a pilot requires considerable resources and staff: A pilot is resource intensive and requires considerable staff support. Staff changes can also delay a pilot launch as new staff has to be trained and oriented towards the pilot plan and documentation.,Agree,Agree,Inner setting,Structural characteristics: Work infrastructure,,Inner Setting,Structural Characteristics: Work infrastructure,,,Inner setting,Structural characteristics: Work infrastructure
3,County/City and consumer experience evaluation,Mindstrong Data Evaluation,,"Involve different departments early on: It is important to involve different departments with relevant expertise, such as IT, to understand and resolve potential issues regarding the data flow and safety.",Agree,Agree,Inner setting,Structural characteristics: Work infrastructure,,Inner Setting,Structural Characteristics: Work infrastructure,,,Inner setting,Structural characteristics: Work infrastructure
3,County/City and consumer experience evaluation,Mindstrong Data Evaluation,,"Common reasons for deciding not to use Mindstrong were that clients were busy and/or thought it would take up too much time. These reasons are important to consider when offering digital tools: it may be useful to communicate the time commitment involved, and think through ways to make it easier to integrate mental health support in people’s daily lives. In addition, multiple adopters indicated on the follow up survey that they do not have the resources necessary to use Mindstrong. It is important to consider whether additional support may be needed for clients to continue to use Mindstrong.",Agree,Agree,Individuals,Innovation recipients,,Individuals,Innovation Recipients,,,Individuals,Innovation recipients
3,County/City and consumer experience evaluation,Mindstrong Data Evaluation,,"Common reasons for deciding not to use Mindstrong were that clients were busy and/or thought it would take up too much time. These reasons are important to consider when offering digital tools: it may be useful to communicate the time commitment involved, and think through ways to make it easier to integrate mental health support in people’s daily lives. In addition, multiple adopters indicated on the follow up survey that they do not have the resources necessary to use Mindstrong. It is important to consider whether additional support may be needed for clients to continue to use Mindstrong.",Agree,Agree,Implementation process,Engaging: Innovation recipients,,Implementation Process,Engaging: Innovation Recipients,,,Implementation process,Engaging: Innovation recipients
3,County/City and consumer experience evaluation,Mindstrong Data Evaluation,,"It is recommended that the local health care agency regularly communicate updates about the Mindstrong implementation to all providers and staff. This can be done through periodic updates on the Mindstrong implementation via staff meetings, dissemination of information material about Mindstrong that has been adapted for appropriate groups (i.e., residents, patients, supervising staff, etc.), and/or wider dissemination of Help@Hand evaluation reports to others within the local health care provider.",Agree,Agree,Implementation process,Engaging: Innovation deliverers,,Implementation Process,Engaging: Innovation Deliverers,,,Implementation process,Engaging: Innovation deliverers
3,County/City and consumer experience evaluation,,Recommendations,"It is recommended that efforts be made to improve care coordination between the local health care provider and Mindstrong, to ensure that patients are being connected to care in a timely matter (e.g., resolving barriers, such as providing updated call back numbers to the patients) and that the patients are receiving adequate therapy from Mindstrong therapists.",Agree,Agree,Inner setting,Relational connections,,Inner Setting,Relational Connections,,,Inner setting,Relational connections
3,County/City and consumer experience evaluation,,Recommendations,"Understand Your Target Populations’ Unique Needs and Circumstances. Determine the physical needs, digital literacy skills, and preferred language/s of the target population.",Agree,Agree,Implementation process,Assessing needs: innovation recipients,,Implementation Process,Assessing needs: innovation Recipients,,,Implementation process,Assessing needs: innovation recipients
3,County/City and consumer experience evaluation,,Recommendations,County fiscal systems are not designed to support payments for individual internet service for participants. Sufficient amount of time and staff to support participants is needed. Consider partnering with outside agencies to support clients during an implementation.,Agree,Agree,Inner setting,Structural characteristics: information Technology Infrastructure,,Inner Setting,Structural Characteristics: information Technology Infrastructure,,,Inner setting,Structural characteristics: information Technology Infrastructure
3,County/City and consumer experience evaluation,,Recommendations,County fiscal systems are not designed to support payments for individual internet service for participants. Sufficient amount of time and staff to support participants is needed. Consider partnering with outside agencies to support clients during an implementation.,Agree,Agree,Implementation process,Engaging: Innovation recipients,,Implementation Process,Engaging: Innovation Recipients,,,Implementation process,Engaging: Innovation recipients
3,County/City and consumer experience evaluation,,Recommendations,County fiscal systems are not designed to support payments for individual internet service for participants. Sufficient amount of time and staff to support participants is needed. Consider partnering with outside agencies to support clients during an implementation.,Agree,Agree,Implementation process,Teaming,,Implementation Process,Teaming,,,Implementation process,Teaming
3,County/City and consumer experience evaluation,,Recommendations,"Digital Literacy Training Should be Both Structured and Adaptable to Class Attendees. Provide a variety of group classes, individual coaching, and opportunities for hands on practice to all participants.",Agree,Agree,Implementation process,Tailoring strategies,,Implementation Process,Tailoring Strategies,,,Implementation process,Tailoring strategies
